Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
UGA,0.1811594202898551,0.1884057971014493,0.19565217391304351,0.20289855072463772,0.2173913043478261,0.22463768115942032,0.23188405797101452,0.23913043478260873,0.24637681159420294,0.2536231884057971,0.26086956521739135,0.26811594202898553,0.28260869565217395,0.2898550724637681,0.29710144927536236,0.29710144927536236,0.3115942028985507,0.32608695652173914,0.355072463768116,0.355072463768116,0.39130434782608703,0.36956521739130443,0.3623188405797102,0.36956521739130443,0.3768115942028986,0.39130434782608703,0.39130434782608703,0.4202898550724638
UKR,0.6376811594202898,0.6521739130434783,0.6666666666666666,0.681159420289855,0.6956521739130435,0.7028985507246377,0.717391304347826,0.7246376811594204,0.7318840579710145,0.7463768115942029,0.753623188405797,0.7318840579710145,0.7391304347826086,0.7463768115942029,0.753623188405797,0.7898550724637681,0.7898550724637681,0.7898550724637681,0.7971014492753624,0.7971014492753624,0.7971014492753624,0.7971014492753624,0.7971014492753624,0.7971014492753624,0.7971014492753624,0.7971014492753624,0.7971014492753624,0.7971014492753624
ARE,0.3840579710144928,0.40579710144927544,0.42753623188405804,0.44927536231884063,0.4710144927536232,0.4927536231884058,0.5072463768115942,0.5289855072463768,0.5434782608695653,0.5579710144927537,0.5797101449275363,0.5869565217391305,0.6014492753623188,0.608695652173913,0.6231884057971014,0.6376811594202898,0.6521739130434783,0.6594202898550725,0.6739130434782609,0.681159420289855,0.6956521739130435,0.7028985507246377,0.717391304347826,0.7246376811594204,0.7391304347826086,0.7463768115942029,0.7608695652173914,0.7608695652173914
GBR,0.5507246376811595,0.6014492753623188,0.6521739130434783,0.7028985507246377,0.753623188405797,0.8043478260869565,0.8043478260869565,0.8115942028985508,0.8115942028985508,0.8188405797101449,0.8260869565217391,0.8333333333333334,0.8405797101449276,0.8478260869565217,0.855072463768116,0.8623188405797101,0.8768115942028986,0.8913043478260869,0.9057971014492754,0.927536231884058,0.9347826086956521,0.9202898550724637,0.9130434782608696,0.8913043478260869,0.8985507246376812,0.9057971014492754,0.9130434782608696,0.9130434782608696
USA,0.8695652173913044,0.8768115942028986,0.8840579710144928,0.8913043478260869,0.8985507246376812,0.8985507246376812,0.8985507246376812,0.8985507246376812,0.8985507246376812,0.8985507246376812,0.8985507246376812,0.8985507246376812,0.8985507246376812,0.9057971014492754,0.9057971014492754,0.9057971014492754,0.9057971014492754,0.9130434782608696,0.9347826086956521,0.9347826086956521,0.9347826086956521,0.9420289855072465,0.9420289855072465,0.9347826086956521,0.9420289855072465,0.9420289855072465,0.9492753623188406,0.9492753623188406
URY,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5072463768115942,0.5072463768115942,0.5144927536231885,0.5217391304347827,0.5289855072463768,0.5362318840579711,0.5507246376811595,0.5579710144927537,0.5579710144927537,0.5579710144927537,0.5579710144927537,0.5579710144927537,0.5579710144927537,0.5579710144927537,0.572463768115942,0.5869565217391305,0.5869565217391305,0.5869565217391305,0.5869565217391305,0.5942028985507246,0.5942028985507246,0.6014492753623188,0.608695652173913,0.608695652173913,0.608695652173913
UZB,,,,,,,,,,,0.6376811594202898,0.644927536231884,0.6594202898550725,0.6666666666666666,0.681159420289855,0.6884057971014493,0.6956521739130435,0.7101449275362318,0.7246376811594204,0.7391304347826086,0.753623188405797,0.7681159420289856,0.782608695652174,0.7971014492753624,0.7971014492753624,0.8043478260869565,0.8043478260869565,0.8115942028985508
VUT,,,,,,,,,,,,,,,,0.44927536231884063,0.44927536231884063,0.4565217391304348,0.4565217391304348,0.4565217391304348,0.46376811594202905,0.46376811594202905,0.4710144927536232,0.4710144927536232,0.4710144927536232,0.4710144927536232,0.4710144927536232,0.4710144927536232
VEN,0.3115942028985507,0.32608695652173914,0.34057971014492755,0.34782608695652173,0.3623188405797102,0.3768115942028986,0.39130434782608703,0.3985507246376812,0.4130434782608696,0.42753623188405804,0.44202898550724645,0.44202898550724645,0.4710144927536232,0.48550724637681164,0.5000000000000001,0.5144927536231885,0.5289855072463768,0.5652173913043479,0.572463768115942,0.5797101449275363,0.6231884057971014,0.6884057971014493,0.681159420289855,0.6956521739130435,0.7028985507246377,0.7101449275362318,0.7101449275362318,0.7246376811594204
VNM,0.26086956521739135,0.2753623188405797,0.28260869565217395,0.2898550724637681,0.30434782608695654,0.3115942028985507,0.32608695652173914,0.33333333333333337,0.34782608695652173,0.3623188405797102,0.36956521739130443,0.3840579710144928,0.3985507246376812,0.4130434782608696,0.42753623188405804,0.44202898550724645,0.4565217391304348,0.4710144927536232,0.48550724637681164,0.5579710144927537,0.5217391304347827,0.5289855072463768,0.5434782608695653,0.5507246376811595,0.5434782608695653,0.5579710144927537,0.5652173913043479,0.572463768115942
YEM,0.0,0.007246376811594206,0.007246376811594206,0.014492753623188408,0.021739130434782608,0.028985507246376812,0.036231884057971016,0.04347826086956523,0.050724637681159424,0.05797101449275363,0.06521739130434782,0.07246376811594203,0.08695652173913043,0.09420289855072465,0.10144927536231885,0.11594202898550725,0.12318840579710146,0.13768115942028988,0.14492753623188406,0.15942028985507248,0.16666666666666669,0.1811594202898551,0.19565217391304351,0.19565217391304351,0.19565217391304351,0.19565217391304351,0.19565217391304351,0.19565217391304351
ZMB,0.31884057971014496,0.34057971014492755,0.355072463768116,0.3768115942028986,0.3985507246376812,0.4130434782608696,0.4130434782608696,0.4130434782608696,0.40579710144927544,0.40579710144927544,0.40579710144927544,0.4130434782608696,0.4202898550724638,0.4202898550724638,0.42753623188405804,0.4347826086956522,0.44202898550724645,0.44202898550724645,0.44927536231884063,0.44927536231884063,0.4565217391304348,0.46376811594202905,0.46376811594202905,0.4710144927536232,0.47826086956521746,0.47826086956521746,0.48550724637681164,0.48550724637681164
ZWE,0.30434782608695654,0.31884057971014496,0.33333333333333337,0.34782608695652173,0.3623188405797102,0.3768115942028986,0.39130434782608703,0.40579710144927544,0.4202898550724638,0.4347826086956522,0.44927536231884063,0.46376811594202905,0.47826086956521746,0.4710144927536232,0.4710144927536232,0.4710144927536232,0.4710144927536232,0.48550724637681164,0.48550724637681164,0.5000000000000001,0.5072463768115942,0.5072463768115942,0.5507246376811595,0.5579710144927537,0.572463768115942,0.572463768115942,0.572463768115942,0.572463768115942
